SEASON,MONTH,YEAR,DATE_FROM,DATE_TO,TEAM_ABBREVIATION,TEAM_NAME,GP,W,L,W_PCT,OFF_RATING,DEF_RATING,NET_RATING,PACE,AST_RATIO,REB_PCT
2021-22,November,2021,11/01/2021,11/30/2021,DEN,Denver Nuggets,14,6,8,0.429,110.6,112.9,-2.3,94.68,18.5,0.493
2021-22,November,2021,11/01/2021,11/30/2021,DET,Detroit Pistons,15,3,12,0.2,101.0,110.1,-9.0,98.7,16.0,0.477
2021-22,November,2021,11/01/2021,11/30/2021,GSW,Golden State Warriors,15,13,2,0.867,114.8,100.3,14.6,99.3,20.7,0.524
2021-22,November,2021,11/01/2021,11/30/2021,HOU,Houston Rockets,14,3,11,0.214,101.0,109.4,-8.4,102.56,16.1,0.5
2021-22,November,2021,11/01/2021,11/30/2021,IND,Indiana Pacers,16,8,8,0.5,108.8,105.5,3.3,97.34,17.7,0.522
2021-22,November,2021,11/01/2021,11/30/2021,LAC,LA Clippers,16,10,6,0.625,106.1,104.0,2.2,98.89,16.2,0.51
2021-22,November,2021,11/01/2021,11/30/2021,LAL,Los Angeles Lakers,16,8,8,0.5,105.7,108.2,-2.5,101.14,17.1,0.495
2021-22,November,2021,11/01/2021,11/30/2021,MEM,Memphis Grizzlies,15,8,7,0.533,108.9,113.2,-4.3,99.51,17.4,0.506
2021-22,November,2021,11/01/2021,11/30/2021,MIA,Miami Heat,15,8,7,0.533,110.6,110.1,0.6,95.64,18.1,0.506
2021-22,November,2021,11/01/2021,11/30/2021,MIL,Milwaukee Bucks,14,10,4,0.714,110.9,104.0,6.9,98.87,17.4,0.51
2021-22,November,2021,11/01/2021,11/30/2021,MIN,Minnesota Timberwolves,16,8,8,0.5,108.0,107.1,0.9,99.22,16.7,0.495
2021-22,November,2021,11/01/2021,11/30/2021,NOP,New Orleans Pelicans,16,5,11,0.313,105.2,111.1,-5.9,97.41,17.8,0.514
2021-22,November,2021,11/01/2021,11/30/2021,NYK,New York Knicks,15,6,9,0.4,105.6,108.8,-3.3,96.7,15.8,0.499
2021-22,November,2021,11/01/2021,11/30/2021,OKC,Oklahoma City Thunder,14,5,9,0.357,100.2,104.6,-4.4,98.75,15.2,0.508
2021-22,November,2021,11/01/2021,11/30/2021,ORL,Orlando Magic,15,3,12,0.2,99.1,109.6,-10.5,99.37,15.9,0.488
2021-22,November,2021,11/01/2021,11/30/2021,PHI,Philadelphia 76ers,15,7,8,0.467,108.6,110.0,-1.3,96.13,17.2,0.479
2021-22,November,2021,11/01/2021,11/30/2021,PHX,Phoenix Suns,16,16,0,1.0,113.1,101.8,11.3,101.06,19.1,0.487
2021-22,November,2021,11/01/2021,11/30/2021,POR,Portland Trail Blazers,16,8,8,0.5,112.3,113.9,-1.6,97.0,17.8,0.502
2021-22,November,2021,11/01/2021,11/30/2021,SAC,Sacramento Kings,16,5,11,0.313,108.5,112.1,-3.6,99.34,16.0,0.484
2021-22,November,2021,11/01/2021,11/30/2021,SAS,San Antonio Spurs,13,4,9,0.308,107.0,110.2,-3.2,99.65,19.5,0.489
2021-22,November,2021,11/01/2021,11/30/2021,TOR,Toronto Raptors,15,5,10,0.333,110.6,114.0,-3.4,95.9,15.7,0.489
2021-22,November,2021,11/01/2021,11/30/2021,UTA,Utah Jazz,15,9,6,0.6,116.7,108.3,8.5,97.47,17.6,0.526
2021-22,November,2021,11/01/2021,11/30/2021,WAS,Washington Wizards,15,8,7,0.533,107.0,108.4,-1.4,96.37,18.6,0.503
2021-22,December,2021,12/01/2021,12/31/2021,ATL,Atlanta Hawks,14,5,9,0.357,113.1,116.5,-3.4,98.29,17.3,0.506
2021-22,December,2021,12/01/2021,12/31/2021,BOS,Boston Celtics,15,6,9,0.4,111.5,111.2,0.3,98.07,16.9,0.495
2021-22,December,2021,12/01/2021,12/31/2021,BKN,Brooklyn Nets,12,8,4,0.667,111.5,108.7,2.8,99.18,18.3,0.517
2021-22,December,2021,12/01/2021,12/31/2021,CHA,Charlotte Hornets,13,6,7,0.462,115.6,117.1,-1.6,100.04,19.6,0.469
2021-22,December,2021,12/01/2021,12/31/2021,CHI,Chicago Bulls,11,9,2,0.818,115.6,113.2,2.4,98.5,18.4,0.482
2021-22,December,2021,12/01/2021,12/31/2021,CLE,Cleveland Cavaliers,15,9,6,0.6,115.2,104.1,11.2,98.23,19.8,0.515
2021-22,December,2021,12/01/2021,12/31/2021,DAL,Dallas Mavericks,16,7,9,0.438,112.6,108.1,4.6,94.42,18.7,0.511
2021-22,December,2021,12/01/2021,12/31/2021,DEN,Denver Nuggets,13,7,6,0.538,109.8,110.2,-0.3,98.4,20.1,0.489
2021-22,December,2021,12/01/2021,12/31/2021,DET,Detroit Pistons,12,1,11,0.083,102.2,112.2,-10.0,99.92,16.1,0.478
2021-22,December,2021,12/01/2021,12/31/2021,GSW,Golden State Warriors,13,9,4,0.692,110.5,104.7,5.9,96.96,18.9,0.52
2021-22,December,2021,12/01/2021,12/31/2021,HOU,Houston Rockets,16,6,10,0.375,114.3,121.3,-6.9,97.75,18.1,0.485
2021-22,December,2021,12/01/2021,12/31/2021,IND,Indiana Pacers,13,5,8,0.385,113.0,114.6,-1.6,96.04,17.5,0.526
2021-22,December,2021,12/01/2021,12/31/2021,LAC,LA Clippers,15,7,8,0.467,107.8,109.1,-1.3,97.63,18.1,0.48
2021-22,December,2021,12/01/2021,12/31/2021,LAL,Los Angeles Lakers,14,6,8,0.429,109.3,109.7,-0.4,100.08,17.7,0.508
2021-22,December,2021,12/01/2021,12/31/2021,MEM,Memphis Grizzlies,16,12,4,0.75,114.6,102.0,12.5,98.16,17.8,0.534
2021-22,December,2021,12/01/2021,12/31/2021,MIA,Miami Heat,15,10,5,0.667,111.7,109.0,2.7,95.2,19.6,0.494
2021-22,December,2021,12/01/2021,12/31/2021,MIL,Milwaukee Bucks,16,11,5,0.688,114.4,109.5,4.9,98.95,16.9,0.52
2021-22,December,2021,12/01/2021,12/31/2021,MIN,Minnesota Timberwolves,14,5,9,0.357,108.5,112.9,-4.4,99.86,17.0,0.483
2021-22,December,2021,12/01/2021,12/31/2021,NOP,New Orleans Pelicans,12,7,5,0.583,111.1,111.4,-0.3,96.78,18.6,0.532
2021-22,December,2021,12/01/2021,12/31/2021,NYK,New York Knicks,15,6,9,0.4,107.9,110.0,-2.2,94.53,15.7,0.505
2021-22,December,2021,12/01/2021,12/31/2021,OKC,Oklahoma City Thunder,15,7,8,0.467,103.6,110.6,-7.1,98.97,15.5,0.482
2021-22,December,2021,12/01/2021,12/31/2021,ORL,Orlando Magic,14,3,11,0.214,107.2,115.7,-8.5,97.86,17.0,0.488
2021-22,December,2021,12/01/2021,12/31/2021,PHI,Philadelphia 76ers,14,8,6,0.571,109.1,110.3,-1.3,94.72,17.2,0.472
2021-22,December,2021,12/01/2021,12/31/2021,PHX,Phoenix Suns,14,9,5,0.643,110.8,105.1,5.7,99.55,18.1,0.508
2021-22,December,2021,12/01/2021,12/31/2021,POR,Portland Trail Blazers,13,2,11,0.154,105.8,118.7,-13.0,98.02,15.7,0.482
2021-22,December,2021,12/01/2021,12/31/2021,SAC,Sacramento Kings,15,7,8,0.467,109.3,114.6,-5.4,99.83,16.7,0.492
2021-22,December,2021,12/01/2021,12/31/2021,SAS,San Antonio Spurs,15,8,7,0.533,115.5,110.6,4.9,100.87,20.4,0.506
2021-22,December,2021,12/01/2021,12/31/2021,TOR,Toronto Raptors,10,6,4,0.6,112.0,110.5,1.5,96.64,17.4,0.493
2021-22,December,2021,12/01/2021,12/31/2021,UTA,Utah Jazz,14,12,2,0.857,119.6,108.6,11.0,100.57,17.0,0.538
2021-22,December,2021,12/01/2021,12/31/2021,WAS,Washington Wizards,14,5,9,0.357,110.1,116.1,-6.0,96.32,18.5,0.479
2021-22,January,2022,01/01/2022,01/31/2022,ATL,Atlanta Hawks,15,8,7,0.533,115.0,114.1,0.9,98.8,19.1,0.489
2021-22,January,2022,01/01/2022,01/31/2022,BOS,Boston Celtics,16,10,6,0.625,112.2,102.9,9.2,94.98,17.9,0.515
2021-22,January,2022,01/01/2022,01/31/2022,BKN,Brooklyn Nets,16,6,10,0.375,115.7,116.9,-1.2,99.07,18.0,0.509
2021-22,January,2022,01/01/2022,01/31/2022,CHA,Charlotte Hornets,15,9,6,0.6,111.2,110.1,1.1,101.2,19.7,0.494
2021-22,January,2022,01/01/2022,01/31/2022,CHI,Chicago Bulls,16,8,8,0.5,112.9,115.5,-2.6,98.72,18.6,0.504
2021-22,January,2022,01/01/2022,01/31/2022,CLE,Cleveland Cavaliers,15,11,4,0.733,110.2,107.4,2.9,94.97,19.3,0.504
2021-22,January,2022,01/01/2022,01/31/2022,DAL,Dallas Mavericks,16,12,4,0.75,111.0,103.3,7.7,96.97,18.5,0.504
2021-22,January,2022,01/01/2022,01/31/2022,DEN,Denver Nuggets,16,11,5,0.688,117.1,110.1,7.0,98.24,21.2,0.539
2021-22,January,2022,01/01/2022,01/31/2022,DET,Detroit Pistons,16,7,9,0.438,107.2,115.5,-8.3,98.86,17.5,0.469
2021-22,January,2022,01/01/2022,01/31/2022,GSW,Golden State Warriors,17,11,6,0.647,110.0,105.3,4.7,98.78,19.2,0.503
2021-22,January,2022,01/01/2022,01/31/2022,HOU,Houston Rockets,14,4,10,0.286,108.1,118.8,-10.6,102.89,16.3,0.487
2021-22,January,2022,01/01/2022,01/31/2022,IND,Indiana Pacers,16,5,11,0.313,111.6,118.2,-6.6,98.05,18.2,0.505
2021-22,January,2022,01/01/2022,01/31/2022,LAC,LA Clippers,17,8,9,0.471,108.5,110.9,-2.4,99.22,17.2,0.48
2021-22,January,2022,01/01/2022,01/31/2022,LAL,Los Angeles Lakers,14,6,8,0.429,111.7,114.6,-2.9,99.14,17.2,0.472
2021-22,January,2022,01/01/2022,01/31/2022,MEM,Memphis Grizzlies,16,12,4,0.75,112.3,107.5,4.8,100.97,17.1,0.529
2021-22,January,2022,01/01/2022,01/31/2022,MIA,Miami Heat,15,9,6,0.6,113.6,110.1,3.5,96.0,19.4,0.523
2021-22,January,2022,01/01/2022,01/31/2022,MIL,Milwaukee Bucks,15,7,8,0.467,111.2,111.4,-0.2,100.83,17.0,0.495
2021-22,January,2022,01/01/2022,01/31/2022,MIN,Minnesota Timberwolves,15,9,6,0.6,117.6,112.0,5.5,101.87,18.6,0.501
2021-22,January,2022,01/01/2022,01/31/2022,NOP,New Orleans Pelicans,15,5,10,0.333,108.4,112.3,-3.9,97.7,18.1,0.5
2021-22,January,2022,01/01/2022,01/31/2022,NYK,New York Knicks,15,7,8,0.467,108.6,109.4,-0.8,94.27,16.6,0.526
2021-22,January,2022,01/01/2022,01/31/2022,OKC,Oklahoma City Thunder,14,2,12,0.143,103.5,109.2,-5.7,97.81,16.6,0.475
2021-22,January,2022,01/01/2022,01/31/2022,ORL,Orlando Magic,15,4,11,0.267,104.5,107.8,-3.3,99.34,18.0,0.492
2021-22,January,2022,01/01/2022,01/31/2022,PHI,Philadelphia 76ers,15,12,3,0.8,114.3,106.2,8.0,97.56,18.4,0.504
2021-22,January,2022,01/01/2022,01/31/2022,PHX,Phoenix Suns,14,13,1,0.929,117.9,106.8,11.1,98.18,19.8,0.522
2021-22,January,2022,01/01/2022,01/31/2022,POR,Portland Trail Blazers,16,8,8,0.5,110.8,113.9,-3.1,98.09,17.4,0.489
2021-22,January,2022,01/01/2022,01/31/2022,SAC,Sacramento Kings,15,3,12,0.2,109.3,117.7,-8.5,99.63,17.6,0.486
2021-22,January,2022,01/01/2022,01/31/2022,SAS,San Antonio Spurs,17,5,12,0.294,110.5,113.1,-2.6,99.43,18.8,0.488
2021-22,January,2022,01/01/2022,01/31/2022,TOR,Toronto Raptors,16,10,6,0.625,112.0,108.9,3.1,95.57,16.4,0.51
2021-22,January,2022,01/01/2022,01/31/2022,UTA,Utah Jazz,16,4,12,0.25,111.5,115.8,-4.2,97.0,16.0,0.492
2021-22,January,2022,01/01/2022,01/31/2022,WAS,Washington Wizards,14,5,9,0.357,111.4,113.9,-2.6,100.07,18.0,0.497
2021-22,February,2022,02/01/2022,02/28/2022,ATL,Atlanta Hawks,10,5,5,0.5,117.5,114.1,3.4,99.45,17.9,0.516
2021-22,February,2022,02/01/2022,02/28/2022,BOS,Boston Celtics,11,9,2,0.818,116.5,101.4,15.1,99.05,19.8,0.497
2021-22,February,2022,02/01/2022,02/28/2022,BKN,Brooklyn Nets,13,3,10,0.231,107.8,119.1,-11.3,98.77,16.4,0.481
2021-22,February,2022,02/01/2022,02/28/2022,CHA,Charlotte Hornets,12,2,10,0.167,107.6,110.3,-2.7,101.07,18.4,0.488
2021-22,February,2022,02/01/2022,02/28/2022,CHI,Chicago Bulls,13,8,5,0.615,116.1,114.9,1.2,99.93,17.5,0.512
2021-22,February,2022,02/01/2022,02/28/2022,CLE,Cleveland Cavaliers,10,5,5,0.5,109.9,109.9,0.0,95.85,17.7,0.502
2021-22,February,2022,02/01/2022,02/28/2022,DAL,Dallas Mavericks,10,7,3,0.7,116.2,109.2,7.0,93.58,16.9,0.483
2021-22,February,2022,02/01/2022,02/28/2022,DEN,Denver Nuggets,12,8,4,0.667,115.7,109.7,6.1,100.67,19.6,0.535
2021-22,February,2022,02/01/2022,02/28/2022,DET,Detroit Pistons,12,3,9,0.25,106.0,117.2,-11.2,99.02,17.1,0.497
2021-22,February,2022,02/01/2022,02/28/2022,GSW,Golden State Warriors,10,5,5,0.5,114.3,113.2,1.0,98.5,19.4,0.497
2021-22,February,2022,02/01/2022,02/28/2022,HOU,Houston Rockets,10,1,9,0.1,108.1,121.1,-13.0,100.8,17.0,0.467
2021-22,February,2022,02/01/2022,02/28/2022,IND,Indiana Pacers,11,2,9,0.182,112.4,117.8,-5.4,100.28,18.1,0.508
2021-22,February,2022,02/01/2022,02/28/2022,LAC,LA Clippers,10,6,4,0.6,110.6,112.0,-1.4,99.15,18.7,0.503
2021-22,February,2022,02/01/2022,02/28/2022,LAL,Los Angeles Lakers,9,3,6,0.333,107.7,110.8,-3.2,99.24,17.3,0.486
2021-22,February,2022,02/01/2022,02/28/2022,MEM,Memphis Grizzlies,10,8,2,0.8,120.3,109.9,10.4,102.45,18.1,0.56
2021-22,February,2022,02/01/2022,02/28/2022,MIA,Miami Heat,11,9,2,0.818,113.4,105.1,8.4,97.2,18.6,0.509
2021-22,February,2022,02/01/2022,02/28/2022,MIL,Milwaukee Bucks,10,6,4,0.6,120.5,114.6,6.0,101.8,18.2,0.522
2021-22,February,2022,02/01/2022,02/28/2022,MIN,Minnesota Timberwolves,12,8,4,0.667,117.0,115.4,1.6,102.15,19.5,0.476
2021-22,February,2022,02/01/2022,02/28/2022,NOP,New Orleans Pelicans,11,7,4,0.636,116.8,110.1,6.7,97.41,18.4,0.52
2021-22,February,2022,02/01/2022,02/28/2022,NYK,New York Knicks,10,1,9,0.1,107.5,116.5,-9.0,100.11,15.8,0.503
2021-22,February,2022,02/01/2022,02/28/2022,OKC,Oklahoma City Thunder,12,4,8,0.333,103.6,110.8,-7.3,100.35,17.1,0.491
2021-22,February,2022,02/01/2022,02/28/2022,ORL,Orlando Magic,11,4,7,0.364,106.8,114.6,-7.8,102.95,18.5,0.469
2021-22,February,2022,02/01/2022,02/28/2022,PHI,Philadelphia 76ers,10,6,4,0.6,113.1,111.2,1.8,97.25,18.1,0.484
2021-22,February,2022,02/01/2022,02/28/2022,PHX,Phoenix Suns,12,9,3,0.75,116.9,109.5,7.4,100.04,20.8,0.503
2021-22,February,2022,02/01/2022,02/28/2022,POR,Portland Trail Blazers,10,4,6,0.4,104.2,113.5,-9.3,99.95,16.9,0.495
2021-22,February,2022,02/01/2022,02/28/2022,SAC,Sacramento Kings,11,5,6,0.455,113.0,114.2,-1.2,101.73,18.7,0.499
2021-22,February,2022,02/01/2022,02/28/2022,SAS,San Antonio Spurs,11,5,6,0.455,115.6,114.9,0.7,101.58,20.4,0.484
2021-22,February,2022,02/01/2022,02/28/2022,TOR,Toronto Raptors,12,8,4,0.667,114.2,111.6,2.6,98.48,16.7,0.503
2021-22,February,2022,02/01/2022,02/28/2022,UTA,Utah Jazz,9,8,1,0.889,121.2,108.7,12.5,94.83,18.0,0.541
2021-22,February,2022,02/01/2022,02/28/2022,WAS,Washington Wizards,11,4,7,0.364,109.7,113.8,-4.1,95.73,18.2,0.479
2021-22,March,2022,03/01/2022,03/31/2022,ATL,Atlanta Hawks,17,11,6,0.647,119.1,116.2,2.9,98.63,18.5,0.49
2021-22,March,2022,03/01/2022,03/31/2022,BOS,Boston Celtics,14,11,3,0.786,120.9,108.6,12.3,95.79,19.7,0.517
2021-22,March,2022,03/01/2022,03/31/2022,BKN,Brooklyn Nets,15,8,7,0.533,120.3,114.6,5.8,99.01,19.5,0.492
2021-22,March,2022,03/01/2022,03/31/2022,CHA,Charlotte Hornets,14,10,4,0.714,121.2,115.4,5.8,97.54,21.6,0.497
2021-22,March,2022,03/01/2022,03/31/2022,CHI,Chicago Bulls,15,6,9,0.4,111.1,116.2,-5.2,97.52,17.6,0.481
2021-22,March,2022,03/01/2022,03/31/2022,CLE,Cleveland Cavaliers,16,6,10,0.375,112.4,117.9,-5.6,96.12,18.3,0.506
2021-22,March,2022,03/01/2022,03/31/2022,DAL,Dallas Mavericks,16,12,4,0.75,115.3,114.0,1.3,94.31,17.2,0.488
2021-22,March,2022,03/01/2022,03/31/2022,DEN,Denver Nuggets,16,10,6,0.625,118.5,116.9,1.6,98.25,20.8,0.516
2021-22,March,2022,03/01/2022,03/31/2022,DET,Detroit Pistons,16,6,10,0.375,112.5,112.1,0.3,97.27,18.3,0.489
2021-22,March,2022,03/01/2022,03/31/2022,GSW,Golden State Warriors,16,5,11,0.313,112.0,115.1,-3.1,98.69,18.4,0.503
2021-22,March,2022,03/01/2022,03/31/2022,HOU,Houston Rockets,17,5,12,0.294,110.5,115.2,-4.8,100.65,18.2,0.47
2021-22,March,2022,03/01/2022,03/31/2022,IND,Indiana Pacers,14,4,10,0.286,115.6,121.8,-6.2,99.3,19.1,0.507
2021-22,March,2022,03/01/2022,03/31/2022,LAC,LA Clippers,14,5,9,0.357,111.9,117.8,-5.9,96.04,17.9,0.474
2021-22,March,2022,03/01/2022,03/31/2022,LAL,Los Angeles Lakers,16,4,12,0.25,114.7,121.6,-6.8,99.39,17.8,0.48
2021-22,March,2022,03/01/2022,03/31/2022,MEM,Memphis Grizzlies,14,11,3,0.786,120.3,108.3,12.0,101.21,18.7,0.531
2021-22,March,2022,03/01/2022,03/31/2022,MIA,Miami Heat,15,8,7,0.533,112.1,110.0,2.0,96.87,18.6,0.496
2021-22,March,2022,03/01/2022,03/31/2022,MIL,Milwaukee Bucks,14,11,3,0.786,118.4,114.3,4.2,101.71,17.4,0.53
2021-22,March,2022,03/01/2022,03/31/2022,MIN,Minnesota Timberwolves,15,10,5,0.667,119.6,109.5,10.1,102.93,18.9,0.508
2021-22,March,2022,03/01/2022,03/31/2022,NOP,New Orleans Pelicans,15,8,7,0.533,117.8,112.4,5.4,99.08,18.5,0.521
2021-22,March,2022,03/01/2022,03/31/2022,NYK,New York Knicks,16,9,7,0.563,115.6,110.9,4.7,96.56,16.4,0.53
2021-22,March,2022,03/01/2022,03/31/2022,OKC,Oklahoma City Thunder,15,3,12,0.2,110.6,120.4,-9.8,101.06,17.8,0.485
2021-22,March,2022,03/01/2022,03/31/2022,ORL,Orlando Magic,15,5,10,0.333,102.9,110.8,-7.8,100.41,17.7,0.504
2021-22,March,2022,03/01/2022,03/31/2022,PHI,Philadelphia 76ers,16,9,7,0.563,114.1,113.2,0.9,96.31,17.5,0.502
2021-22,March,2022,03/01/2022,03/31/2022,PHX,Phoenix Suns,15,13,2,0.867,120.0,109.1,10.9,100.67,20.1,0.502
2021-22,March,2022,03/01/2022,03/31/2022,POR,Portland Trail Blazers,15,2,13,0.133,105.4,123.7,-18.4,99.97,16.6,0.477
2021-22,March,2022,03/01/2022,03/31/2022,SAC,Sacramento Kings,14,5,9,0.357,110.2,117.0,-6.8,100.36,17.6,0.472
2021-22,March,2022,03/01/2022,03/31/2022,SAS,San Antonio Spurs,14,7,7,0.5,112.9,114.6,-1.7,101.0,18.6,0.501
2021-22,March,2022,03/01/2022,03/31/2022,TOR,Toronto Raptors,16,11,5,0.688,114.9,109.0,5.9,96.06,16.0,0.523
2021-22,March,2022,03/01/2022,03/31/2022,UTA,Utah Jazz,17,8,9,0.471,116.6,114.4,2.2,95.82,16.9,0.515
2021-22,March,2022,03/01/2022,03/31/2022,WAS,Washington Wizards,16,6,10,0.375,113.5,117.7,-4.2,98.22,20.1,0.492
2021-22,April,2022,04/01/2022,04/30/2022,ATL,Atlanta Hawks,5,3,2,0.6,119.1,113.1,6.0,99.1,17.8,0.493
2021-22,April,2022,04/01/2022,04/30/2022,BOS,Boston Celtics,5,4,1,0.8,130.1,111.4,18.6,99.8,22.2,0.534
2021-22,April,2022,04/01/2022,04/30/2022,BKN,Brooklyn Nets,5,4,1,0.8,117.6,110.5,7.1,101.1,17.9,0.547
2021-22,April,2022,04/01/2022,04/30/2022,CHA,Charlotte Hornets,5,3,2,0.6,121.6,120.9,0.7,101.3,22.7,0.502
2021-22,April,2022,04/01/2022,04/30/2022,CHI,Chicago Bulls,5,1,4,0.2,112.5,126.8,-14.4,98.1,16.3,0.498
2021-22,April,2022,04/01/2022,04/30/2022,CLE,Cleveland Cavaliers,5,2,3,0.4,119.0,115.3,3.7,98.0,19.9,0.482
2021-22,April,2022,04/01/2022,04/30/2022,DAL,Dallas Mavericks,5,4,1,0.8,124.0,114.6,9.4,97.9,19.2,0.525
2021-22,April,2022,04/01/2022,04/30/2022,DEN,Denver Nuggets,5,2,3,0.4,117.7,119.5,-1.8,102.76,20.5,0.514
2021-22,April,2022,04/01/2022,04/30/2022,DET,Detroit Pistons,5,2,3,0.4,110.2,119.8,-9.6,99.9,19.6,0.47
2021-22,April,2022,04/01/2022,04/30/2022,GSW,Golden State Warriors,5,5,0,1.0,117.8,104.5,13.3,97.7,22.2,0.513
2021-22,April,2022,04/01/2022,04/30/2022,HOU,Houston Rockets,5,0,5,0.0,113.6,122.5,-8.9,102.4,17.0,0.495
2021-22,April,2022,04/01/2022,04/30/2022,IND,Indiana Pacers,5,0,5,0.0,118.5,126.6,-8.1,102.4,20.0,0.488
2021-22,April,2022,04/01/2022,04/30/2022,LAC,LA Clippers,5,5,0,1.0,129.0,103.2,25.8,99.4,21.1,0.513
2021-22,April,2022,04/01/2022,04/30/2022,LAL,Los Angeles Lakers,6,2,4,0.333,112.9,115.2,-2.3,104.19,16.6,0.51
2021-22,April,2022,04/01/2022,04/30/2022,MEM,Memphis Grizzlies,5,2,3,0.4,112.6,114.7,-2.0,104.03,20.2,0.471
2021-22,April,2022,04/01/2022,04/30/2022,MIA,Miami Heat,5,4,1,0.8,124.8,116.0,8.8,97.7,19.1,0.497
2021-22,April,2022,04/01/2022,04/30/2022,MIL,Milwaukee Bucks,6,3,3,0.5,119.4,120.2,-0.8,101.75,19.6,0.516
2021-22,April,2022,04/01/2022,04/30/2022,MIN,Minnesota Timberwolves,5,3,2,0.6,120.9,121.5,-0.6,105.2,19.4,0.455
2021-22,April,2022,04/01/2022,04/30/2022,NOP,New Orleans Pelicans,6,3,3,0.5,115.9,118.8,-2.9,98.5,17.6,0.535
2021-22,April,2022,04/01/2022,04/30/2022,NYK,New York Knicks,5,3,2,0.6,110.5,103.5,7.0,97.1,19.1,0.504
2021-22,April,2022,04/01/2022,04/30/2022,OKC,Oklahoma City Thunder,6,2,4,0.333,102.5,117.2,-14.7,98.67,16.9,0.489
2021-22,April,2022,04/01/2022,04/30/2022,ORL,Orlando Magic,5,2,3,0.4,104.4,115.7,-11.3,99.7,19.4,0.482
2021-22,April,2022,04/01/2022,04/30/2022,PHI,Philadelphia 76ers,6,5,1,0.833,125.1,114.8,10.3,100.08,21.4,0.512
2021-22,April,2022,04/01/2022,04/30/2022,PHX,Phoenix Suns,6,2,4,0.333,106.6,110.7,-4.1,103.0,19.5,0.494
2021-22,April,2022,04/01/2022,04/30/2022,POR,Portland Trail Blazers,6,0,6,0.0,95.0,120.4,-25.5,97.08,18.2,0.416
2021-22,April,2022,04/01/2022,04/30/2022,SAC,Sacramento Kings,5,2,3,0.4,108.5,116.2,-7.6,98.8,19.1,0.454
2021-22,April,2022,04/01/2022,04/30/2022,SAS,San Antonio Spurs,6,3,3,0.5,115.3,109.7,5.6,100.08,20.0,0.493
2021-22,April,2022,04/01/2022,04/30/2022,TOR,Toronto Raptors,6,4,2,0.667,112.8,110.6,2.2,97.25,15.8,0.52
2021-22,April,2022,04/01/2022,04/30/2022,UTA,Utah Jazz,5,3,2,0.6,116.0,103.4,12.6,98.16,16.1,0.573
2021-22,April,2022,04/01/2022,04/30/2022,WAS,Washington Wizards,6,2,4,0.333,112.6,120.9,-8.3,99.17,19.9,0.505
2022-23,October,2022,10/01/2022,10/31/2022,ATL,Atlanta Hawks,7,4,3,0.571,114.2,115.4,-1.2,101.43,18.1,0.485
2022-23,October,2022,10/01/2022,10/31/2022,BOS,Boston Celtics,6,4,2,0.667,116.9,114.5,2.4,98.21,18.3,0.487
2022-23,October,2022,10/01/2022,10/31/2022,BKN,Brooklyn Nets,7,2,5,0.286,112.6,119.1,-6.5,99.59,18.1,0.454
2022-23,October,2022,10/01/2022,10/31/2022,CHA,Charlotte Hornets,7,3,4,0.429,112.0,110.7,1.4,101.48,19.2,0.499
2022-23,October,2022,10/01/2022,10/31/2022,CHI,Chicago Bulls,7,3,4,0.429,110.7,111.1,-0.4,101.86,17.0,0.498
2022-23,October,2022,10/01/2022,10/31/2022,CLE,Cleveland Cavaliers,6,5,1,0.833,116.9,105.3,11.6,97.13,18.2,0.519
2022-23,October,2022,10/01/2022,10/31/2022,DAL,Dallas Mavericks,6,3,3,0.5,119.0,110.9,8.2,96.0,14.6,0.504
2022-23,October,2022,10/01/2022,10/31/2022,DEN,Denver Nuggets,7,4,3,0.571,112.9,115.7,-2.8,101.14,19.0,0.497
2022-23,October,2022,10/01/2022,10/31/2022,DET,Detroit Pistons,8,2,6,0.25,111.1,118.9,-7.9,100.81,16.0,0.492
2022-23,October,2022,10/01/2022,10/31/2022,GSW,Golden State Warriors,7,3,4,0.429,111.4,115.2,-3.9,104.66,19.2,0.488
2022-23,October,2022,10/01/2022,10/31/2022,HOU,Houston Rockets,8,1,7,0.125,105.5,114.6,-9.1,101.88,14.0,0.512
2022-23,October,2022,10/01/2022,10/31/2022,IND,Indiana Pacers,8,3,5,0.375,115.0,117.4,-2.3,102.19,18.8,0.53
2022-23,October,2022,10/01/2022,10/31/2022,LAC,LA Clippers,7,3,4,0.429,100.6,106.8,-6.3,99.71,16.0,0.492
2022-23,October,2022,10/01/2022,10/31/2022,LAL,Los Angeles Lakers,6,1,5,0.167,100.3,104.7,-4.4,105.25,16.6,0.479
2022-23,October,2022,10/01/2022,10/31/2022,MEM,Memphis Grizzlies,7,4,3,0.571,115.3,119.5,-4.2,100.5,15.8,0.513
2022-23,October,2022,10/01/2022,10/31/2022,MIA,Miami Heat,7,2,5,0.286,109.4,112.5,-3.1,98.5,17.7,0.484
2022-23,October,2022,10/01/2022,10/31/2022,MIL,Milwaukee Bucks,6,6,0,1.0,112.5,103.7,8.8,100.25,16.8,0.526
2022-23,October,2022,10/01/2022,10/31/2022,MIN,Minnesota Timberwolves,7,4,3,0.571,110.1,107.5,2.6,103.39,17.5,0.492
2022-23,October,2022,10/01/2022,10/31/2022,NOP,New Orleans Pelicans,6,4,2,0.667,117.5,111.1,6.4,98.78,19.1,0.531
2022-23,October,2022,10/01/2022,10/31/2022,NYK,New York Knicks,6,3,3,0.5,113.5,111.4,2.1,100.35,17.3,0.502
